restaurant_name,restaurant_latitude,restaurant_longitude,rating,price,category,tel,address,distance
The Winston Brasserie,38.398146,27.0833632,4.6,₺,"['Brasseries', 'Fast Food']",+902322463044,"Mithatpaşa Cad. No:1130, Güzelyalı, 35290 İzmir, Turkey",532.761142695756
Seas Tea,38.398734,27.083449,5.0,,"['Bars', 'Cafes', 'Coffee & Tea']",,"Güzelyalı Mah., Otopark İç Yolu No:719, 35290 İzmir, Turkey",507.7861425015445
Cafe Levent,38.3974826,27.0856024,4.3,₺,"['Cafes', 'Coffee & Tea']",+902322245330,"Mithatpaşa Cad. No:1054, Güzelyalı, 35290 İzmir, Turkey",738.3926024308179
Avni,38.3987243883523,27.0837328695976,1.0,,"['Coffee & Tea', 'Bistros', 'Cafes']",+905307602535,"Mithatpaşa Cad. No:1130, 35290 İzmir, Turkey",530.6734775465465
Mani'nin Mutfağı,38.3933035,27.0891766,5.0,,"['Food Delivery Services', 'Turkish', 'Italian']",+902322788807,"Esenyalı Mah., 52/72 Sok. No:36/1, 35150 İzmir, Turkey",1262.052136924376
Sanita Pizza Burger,38.398233,27.085825,3.7,₺₺,['Pizza'],+902322242934,"Mustafa Kemal Sahil Bulv., No: 679, İzmir, Turkey",719.7364282929459
Ora Lahmacun,38.399129,27.091337,4.3,₺,"['Kebab', 'Lahmacun', 'Pita']",+902322444244,"Göztepe Mah., Mithat Paşa Cad. No:856 D:1/A, 35320 İzmir, Turkey",661.1269266246096
Blue Vela Restoran,38.398313,27.084348,4.0,₺₺,['Seafood'],+902329999771,"Mustafa Kemal Sahil Bulvarı, 40/1 Sokak, Göztepe Vapur İskeleri Karşısı, 35260 İzmir, Turkey",111.51958824280248
Buzz 35 Bistro,38.3974726,27.085745,4.0,₺₺,"['Bars', 'Turkish']",+905069799370,"Mithatpaşa Cad. No:1056 / B, Güzelyalı, 35290 İzmir, Turkey",259.02526791453397
Nail Gurme Şarküteri,38.3998299,27.0922794,4.0,,['Delis'],+902322241795,"Göztepe Mah. Mithat Paşa Cad., No: 891/A, 35290 İzmir, Turkey",411.4639097249203
Arzu Pide Salonları,38.393092,27.085641,3.3,₺,['Turkish'],+902322243055,"Hıfsızsıhha Mah. İnönü Cad., No: 665/A, İzmir, Turkey",698.8728818659224
Siesta Cafe,38.398234,27.083353,3.8,₺₺,"['Coffee & Tea', 'Cafes']",+902322475124,"Mithat Paşa Cad. No: 1132, 35290 İzmir, Turkey",112.87893006958384
Balıkçım,38.399097,27.091395,3.8,,['Seafood'],+902322246715,"Göztepe Mah., Mithat Paşa Cad. No: 944 / G, 35370 İzmir, Turkey",666.2327525899374
Nergiz Hanımın Mutfağı,38.3969,27.086511,4.0,,['Turkish'],+902322482258,"Güzelyalı Mah., 57 Sok. No. 2/1-B Konak, 35290 İzmir, Turkey",351.0902342880108
Sultan İnegöl Köftecisi,38.3973345,27.0884713,4.0,,['Meatballs'],+902322247211,"Göztepe Mah., 77 Sok. No:2/A-B, 35290 İzmir, Turkey",460.70212724690134
Macır Köfte,38.399248,27.091058,5.0,,['Meatballs'],+902324155155,"Göztepe Mah., 95. Sok. No:1/1A, 35290 İzmir, Turkey",636.7884152118556
Kırçiçeği,38.402172,27.095546,5.0,,['Turkish'],+902322433377,"Göztepe Mah., Mithat Paşa Cad. No: 741/ A, 35290 İzmir, Turkey",219.58420936195927
Kafe Köşk,38.4055786,27.0984859,3.0,,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",603.7437268730476
Calypso Cafe,38.4044570391798,27.0973072135962,4.0,,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",+902322443463,"Mustafa Kemal Sahil Blv. No:457, 35280 İzmir, Turkey",451.86530444834256
Göz Göz Döner,38.4019272,27.0951745,4.0,₺₺,['Turkish'],,"Mithatpaşa Caddesi No: 838 Göztepe Konak, 35290 İzmir, Turkey",189.05138978792698
Köylü Kardeşler,38.3995705,27.092289,3.8,₺₺,['Delis'],+902322462861,"Göztepe Mah., Mithat Paşa Cad. No: 821/ A, 35290 İzmir, Turkey",178.81966958914174
Kebire Ana,38.4060097,27.1031494,5.0,,['Cafeteria'],+902322319610,"141. Sok. Goztepe, 35280 İzmir, Turkey",736.5882490058451
Chıcky Döner,38.402437,27.095986,4.0,,['Turkish'],+902322204464,"Mithat Paşa Cad., No: 834, 35280 İzmir, Turkey",259.70492730296945
Güzelyalı Köftecisi Erdal Usta,38.4001115,27.0924162,4.0,₺,['Meatballs'],+905534366415,"Mithatpaşa Cad. Göztepe, 35290 İzmir, Turkey",234.32438905431468
Muzom Restaurant Cafe Bar,38.3988017,27.090974,3.0,₺₺,['Turkish'],+902322483838,"Mithatpaşa Cad.  No. 956, Göztepe, 35290 İzmir, Turkey",414.4274746456425
Meşhur Kuyum Pide,38.401461,27.10635,4.4,,['Pita'],+902322328987,"İnönü Cad. No: 297/B, Karabağlar, 35150 İzmir, Turkey",844.6035942020375
Nokta Balık Pişiricisi,38.401062,27.106487,4.0,,['Seafood'],+902322327277,"234. Sok. No: 2/B, Hatay, 35100 İzmir, Turkey",882.1037032771947
Sahil Restaurant,38.407624,27.1041991,3.0,₺₺₺,['Seafood'],+902324836071,"Mitahatpaşa Mah., Mustafa Kemal Sahil Bulv.No 225  Küçükyalı, 35280 İzmir, Turkey",496.5687692072848
Karma,38.4036217,27.0970287,4.4,₺₺,"['Coffee & Tea', 'Cafes']",+902322446622,"Göztepe Mah., Mithat Paşa Cad. No: 816/A, 35280 İzmir, Turkey",305.0639858312392
Çekirdek Kahve,38.4031,27.100085,3.0,,"['Coffee & Tea', 'Cafes']",,"Küçükyalı, 35280 İzmir, Turkey",364.3221870201808
Waffle Home Cafe,38.4011075077523,27.1066694338375,4.0,,"['Cafes', 'Coffee & Tea']",,"234 Sok., 35030 İzmir, Turkey",891.0144758347595
Papağan Cafe,38.4034882,27.1009502,4.0,₺,"['Coffee & Tea', 'Cafes']",+902324468572,"Çankaya Mah., A Blok SSK Konak Tesisleri No: 5 D: D1-K K: Zemin, İzmir, Turkey",305.0639858312392
Alabi Restorant,38.3988,27.108747,4.0,,['Turkish'],+902322565200,"Ali Rıza Avani  Bulv., Gazeteci Hasan Tahsin Cd. Bahçelievler, 35150 İzmir, Turkey",1196.903255625388
İzmirspor Lokantası,38.403034,27.108461,4.0,₺,['Turkish'],+902322312140,"233 Sok. No: 6/ A, 35100 İzmir, Turkey",913.8650587934058
Asansör Restoran,38.408679,27.117661,4.0,₺₺,['French'],+902322612662,"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",756.1978145496915
Girit Sofrası,38.40928,27.111763,3.5,₺,['Turkish'],+902322343484,"Mithat Paşa Cad., No: 395/A, Türkiye İş Bankası Yanı, İzmir, Turkey",243.27472298584763
Egeli Restoran,38.4111684,27.1202813,4.5,,['Turkish'],+902322483797,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",1012.4852353611631
Kırkmerdiven,38.4092021017084,27.1189077571034,4.0,₺₺,"['Coffee & Tea', 'Cafes']",+902324820073,"Karatas Mah. Mithatpasa Cad., 305 Sok. No:59/ A, 35280 İzmir, Turkey",864.20290983196
Ege Lokantası,38.4038391,27.1085091,4.0,,['Turkish'],+902322321272,"Murat Reis Mh., 177 Sok. No:94 /A Konak, 35280 İzmir, Turkey",674.7792497111199
Öz Urfa Cemal Usta,38.401833,27.118144,5.0,,['Turkish'],+902322286666,"Ali Rıza Avni Bulv. No: 4, 35370 İzmir, Turkey",1128.0938235897665
Asansir Cafe,38.409125,27.117429,4.0,,"['Cafes', 'Coffee & Tea']",+902320000000,"Dario Moreno Sok., Karataş, 35100 İzmir, Turkey",735.2031248516764
Gıdacılar Sandviç-Köfte-Mantı,38.3725586,26.8786507,3.0,,['Fast Food'],+905334265901,"Mithatpaşa Cad. 181 Sok. No:2/ C, 35340 İzmir, Turkey",343.3969701933192
Cafehane,38.409778,27.120008,3.8,,"['Coffee & Tea', 'Cafes']",+902322346210,"Mithat Paşa Cad., No: 172, 35110 İzmir, Turkey",963.5996298982499
Ehli Keyif Restaurant,38.40919,27.11344,3.0,,"['Turkish', 'Kebab']",+902324897990,"Mithat Paşa Cad., No: 488/A, 35110 İzmir, Turkey",388.0436178861549
Dilek & Sena Büfe,38.411503,27.125547,4.0,,"['Buffets', 'Fast Food']",,"394. Sk No: 103, Foça, 35100 İzmir, Turkey",472.85596950303255
Ottoman Nargile Atölyesi,38.4149348,27.1228523,4.0,₺₺,"['Cafes', 'Coffee & Tea']",+905543469793,"Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",436.03977683244966
Karataş Meze Evi,38.4109192,27.1214294,3.0,,['Delis'],+902324890489,"Karataş Mithat Paşa Cad., No: 334/A, İzmir, Turkey",164.63638015702838
Karataş Pide,38.4110754409991,27.1215341621801,4.0,,['Pita'],+902324452627,"Mithatpaşa Cad. No:81/A, Karataş, 35260 Izmir, Turkey",138.44565053066898
Çöpçüm,38.4045821015806,27.128772425756,5.0,₺,['Barbeque'],+902322284228,"Zafertepe Mah., Eşrefpaşa Cad. No:417, Konak, 35270 İzmir, Turkey",1088.696597507112
Göz Göz Cafe,38.409783191222,27.1193254094133,3.5,,"['Cafes', 'Coffee & Tea']",,"Mithatpaşa Cad., İzmir, Turkey",218.67503427785425
Eti Çorbacısı,38.4050359109842,27.1219361587524,4.7,,['Soup'],,"Bahçelievler Mh., 35150 İzmir, Turkey",751.9920674263697
Ebabil,38.4059469,27.1209043,4.7,,"['Turkish', 'Bakeries']",,"Ali Rıza Avni Bulv. No:14/A, Bahçelievler, Üçyol, 35110 İzmir, Turkey",637.5574352167362
Konak Ödemiş Köftecisi,38.4160101548132,27.1300250094177,4.8,₺,['Meatballs'],,"Konak katli  Otopark Yanı, Konak, 35920 İzmir, Turkey",989.7341335027376
Mask Cafe&Bar,38.41885,27.12872,4.0,,"['Coffee & Tea', 'Bars', 'Cafes']",,"876 Sok. 52 Kemeraltı, İzmir, Turkey",1096.5206521876344
Doyuran Manisa Kebap Salonu,38.419173,27.132647,4.8,,"['Turkish', 'Kebab']",+902324251263,"Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",541.9847504049403
Topcu,38.426,27.133,4.0,₺₺,['Turkish'],+902324846261,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",984.7393639992376
Mezzaluna,38.4236474649437,27.1287091166347,4.6,₺₺₺,['Italian'],+902324896944,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",575.5430879950958
Kemer 6 Balıkevi,38.4212683,27.1323454,4.6,₺₺,['Seafood'],+902324452192,"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",583.471221085365
Yüzde Yüz Cafe,38.421868,27.129374,4.0,₺₺₺,"['Coffee & Tea', 'Steakhouses', 'Cafes']",+902324414338,"Atatürk Cad., Konak Pier Alışveriş Mrk. No: 19 D: 4 K: 4, İzmir, Turkey",427.3454383179415
Engelliler Merkezi Kafeteryası,38.41885,27.12872,4.8,₺,"['Cafes', 'Coffee & Tea']",+902322598922,"Bahçelerarası Mah., Bakü Bulv. İnciraltı, İzmir, Turkey",198.27655404153026
Mandolin Cafe,38.422723,27.129234,4.0,₺₺,['Cafes'],+902324833902,"Konak Mah., Atatürk Cad. No:19 D:1, 35250 İzmir, Turkey",500.77615855904105
Adabeyi Balık Restaurant,38.421868,27.129374,4.7,,['Seafood'],+902324820470,"Konak Pier AVM, Atatürk Cad. No:19 D:1 K:Giriş, 35210 İzmir, Turkey",427.3454383179415
Billur Et Lokantası Fırın Yemekleri,38.419028,27.13391,5.0,₺,['Turkish'],+902324450524,"Kemeraltı Mevki, 873 Sok. No: 78 Konak, İzmir, Turkey",650.8577815543491
Mavra Restaurant,38.41885,27.12872,4.3,,"['Turkish', 'Seafood']",+902323308855,"Cemal Gürsel Cad. No: 506 İnci Apt., Bostanlı, İzmir, Turkey",198.27655404153026
Red Dragon,38.426355,27.137185,3.6,₺₺,['Chinese'],+902324830079,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",1258.5167926588263
Marina Cafe,38.4257670656815,27.132018,5.0,₺₺,"['Cafes', 'Breakfast & Brunch']",+902324452505,"Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",915.667734166539
Meşhur Balık Pişiricisi,38.421244,27.130793,5.0,,['Seafood'],+902324841060,"853 Sok. No: 35/ C, 35920 İzmir, Turkey",467.14039939724864
Topçunun Yeri,38.42608,27.133059,4.3,₺₺,['Kebab'],+902324259047,"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",994.967432845217
Tarihi Kemeraltı Lokantası,38.418319,27.131019,4.0,₺,"['Turkish', 'Kebab']",+902324255393,"Anafartalar Cad., Veysel Çıkmazı No: 47/A, 35700 İzmir, Turkey",361.48713736805416
Cafe Antre,38.417779,27.129216,4.0,,['Fast Food'],+902324468180,"Çobanoğlu Zeki Bey Cad., No: 7/C, İzmir, Turkey",200.38558934083366
Sirena,38.4333878,27.1379452,4.4,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324213386,"Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",166.18026528790622
Cafe La Cigale,38.431544,27.13707,4.8,₺₺₺,['French'],+902324214780,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",594.256418568541
Bonjour Restaurant,38.427469,27.132421,4.0,,"['Turkish', 'Pizza']",+902324250445,"Kordon Otel, Akdeniz Cad.No: 2 Pasaport, İzmir, Turkey",15.215965133981697
Fish House,38.430064,27.134626,4.0,₺₺,"['Turkish', 'Fish & Chips']",+902324631020,"Atatürk Cad., No: 174 D: 1, 35920 İzmir, Turkey",334.3865245755491
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,₺₺₺,['Seafood'],+902324221590,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",1014.7097525704773
Mövenpick Hotel Restaurant,38.428118,27.134122,5.0,,"['Turkish', 'Seafood', 'Buffets']",+902324881414,"Cumhuriyet Blv. No:138, 35210 İzmir, Turkey",149.66702852488953
Ciğerci Zarif,38.426973,27.134114,4.5,₺₺,['Giblets'],+902324457526,"Şehit Fethi Bey Cad. No: 67, Konak, 35920 İzmir, Turkey",146.3462161137627
Meyhane Sisim,38.4298583405343,27.1344995733801,3.8,,['Turkish'],+902324636987,"Atatürk Cad.No: 174, 35220 İzmir, Turkey",56.25894803366731
Zafer'in Yeri Restaurant,38.430788,27.13551,5.0,,['Seafood'],+905331992680,"Atatürk Cad. No:184/B, 35220 İzmir, Turkey",122.32117213318064
Şamdan Restaurant,38.431792,27.136225,4.0,,"['Bars', 'Turkish']",+902324214189,"Atatürk Cad. No: 192 /A, Alsancak, 35220 İzmir, Turkey",238.1013237835182
Meşhur Tavacı Recep Usta,38.440797,27.142488,4.3,₺₺₺,"['Turkish', 'Steakhouses']",+902324638797,"Atatürk Cad. No: 364, Alsancak, 35030 İzmir, Turkey",841.8159051730466
Midyeli,38.4352989,27.1417503,4.7,₺₺,['Seafood'],+902324222226,"İrfan Boyuer 1444 Sk. No:4/A, Alsancak, 35220 İzmir, Turkey",347.7387007002979
Roof Bar,38.436191,27.141482,4.3,₺₺,"['Bars', 'Cafes', 'Coffee & Tea']",+902324639090,"Ege Palas Business Hotel, Cumhuriyet Bulv. No: 210 Alsancak, 35220 İzmir, Turkey",378.75521008158046
Sardunya's,38.4372954028375,27.1421883287424,4.3,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324653276,"Kıbrıs Şehitleri Cad. 1453. Sok. No:12, Alsancak, 35220 İzmir, Turkey",506.94478906650994
Cafe Del Mundo,38.437712,27.142934,5.0,₺₺,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",+902324210584,"Kıbrıs Sehitleri Cad., Muzaffer Izgü Sok. No:13, 35220 İzmir, Turkey",585.7041362695555
V Lounge,38.4421741121412,27.1433708444238,4.0,₺₺,"['American', 'Lounges']",+902324049898,"Alsancak Mh., Ataturk Cd. Mert Plaza No:376/A, 35220 İzmir, Turkey",1013.1608526338605
Cafe Reci's,38.431037,27.141743,4.4,₺₺,['Italian'],+902324638470,"1382 Sok. No: 31/A, Alsancak, 35220 İzmir, Turkey",461.8406961574291
Dükkan Burger,38.4323276944348,27.1401010671692,4.3,,['Fast Food'],+902324632055,"Meksika Sok. No: 18/ A, İzmir, Turkey",259.3443352424737
La Puerta,38.439187,27.146248,4.2,₺,['Gastropubs'],+902324224457,"Alsancak Mah., 1469 Sk. No:69-71, 35100 İzmir, Turkey",428.6260234069807
Chickinn,38.4367646,27.1430536,3.9,₺₺,"['Turkish', 'Chinese', 'Barbeque']",+902324650880,"Kıbrıs Sehitleri Cad. No.56, Alsancak, 35220 İzmir, Turkey",236.84682728148863
Alins Cafe Restaurant,38.4385289868892,27.1415490912323,2.7,₺,"['Cafes', 'Fast Food', 'Sandwiches']",+902324645474,"Atatürk Cad. No:334/A, Alsancak, 35220 İzmir, Turkey",13.80915989779698
Manisalı Birtat,38.437573,27.143338,4.0,,"['Turkish', 'Kebab']",+902324216864,"Kıbrıs Şehitleri Cad., No: 82/A, 35100 İzmir, Turkey",194.66364796690755
SPR Pub Restaurant,38.4414892358439,27.1428351245316,5.0,,"['Pubs', 'Burgers', 'Pizza']",+902322784243,"Atatürk Cad. No: 370/ 1-B, 35220 İzmir, Turkey",358.4452272639456
China Town Restaurant,38.440966,27.146538,4.2,,['Turkish'],+902324224212,"Cumhuriyet Bulv. No:208., Alsancak, 35480 İzmir, Turkey",525.8915970486169
Red Point Sushi,38.441,27.1485,4.0,,['Japanese'],,"Alsancak, 35030 İzmir, Turkey",473.70860479322045
Amfora Balık,38.44197,27.143126,4.0,,['Seafood'],+902324635874,"Atatürk Cad., No: 372 D: 1/A, 35920 İzmir, Turkey",28.353755657789833
Aysel Abla Ev Yemekelri,38.439557,27.143781,4.3,₺₺,['Homemade Food'],+902324222244,"Kıbrıs Şehitleri Cad. No:159/A, 35040 İzmir, Turkey",296.5680717964724
Yaşam Vegan Cafe,38.437658322536,27.1441784905582,5.0,,"['Vegan', 'Cafes']",+905340330372,"Alsancak Mah., 1484. Sk. No:9/A, 35220 İzmir, Turkey",510.49746541455534
Cortador Brazilian Steakhouse,38.4400228,27.1497275,3.5,,['Brazilian'],+905333469723,"Liman Cad. 10 / L Alsancak, Konak, 35230 İzmir, Turkey",163.98387474152273
Köfteci Turgay,38.436505,27.144658,4.0,,"['Turkish', 'Meatballs']",+902324040033,"Alsancak Mah., 1456. Sok. No:92-B, 35220 İzmir, Turkey",473.0641891967319
Murano's,38.447361,27.173954,4.0,,['Italian'],+905398216588,"Çınarlı Mah., Ozan Abay Cad. No:8, K:1, 35170 İzmir, Turkey",368.9399244319534
Topraktan Pastanesi,38.442474,27.181253,4.7,₺₺,"['Desserts', 'Coffee & Tea', 'Cafes']",+902323432221,"159. Sok. No:9/ A, Bornova, 35110 İzmir, Turkey",962.3834106911205
Sultanahmet Köftecisi,38.4511629507546,27.1788383156494,3.8,₺₺,['Meatballs'],+902324352322,"Gürel İş Mrk., Adalet Mah. Manas Bulv.No:31-D Bayraklı, 35100 İzmir, Turkey",968.1359514380874
Kardeşler Pide Kebap Salonu,38.438581,27.18054,4.0,,"['Turkish', 'Kebab']",+902324864025,"Fatih Cad., No: 35, 35030 İzmir, Turkey",1124.615219157145
Antakya İl Sınırı,38.452622,27.180277,2.0,,['Turkish'],+902324619911,"Mansuroğlu Mah., 1593/1 Sok. No:1, Bayraklı, 35535 İzmir, Turkey",1171.05410003357
Emirgan Sütiş,38.453389,27.177265,2.0,,"['Turkish', 'Breakfast & Brunch', 'Cafes']",+902325020980,"Adalet Mah., Manas Blv. No:37, 35530 İzmir, Turkey",1074.0862159988692
Gusto,38.463518,27.215969,4.8,₺₺,['Turkish'],+902323883559,"Süvari Cad., No: 20/A, Bornova Belediyesi Yakını, İzmir, Turkey",657.9284416419341
Meşhur Nazilli Pide ve Çorba Salonu,38.466472,27.219041,5.0,,['Turkish'],+902323880779,"538 Sok. No: 12, 35100 İzmir, Turkey",676.2907027784142
Cafe Şölen,38.465489,27.21753,4.6,₺₺,"['Coffee & Tea', 'Cafes']",+902323881556,"Mustafa Kemal Cad. No: 11/A, 35330 İzmir, Turkey",603.4269461363813
Coco Loco,38.46311,27.215232,3.8,₺₺,"['Italian', 'Cafes']",+902323744682,"Süvari Cad. No: 13/B, Bornova, 35030 İzmir, Turkey",663.3573625745897
Tusem Mantı ve Kahvaltı Evi,38.4652784278179,27.2211393029022,5.0,₺,"['Turkish Ravioli', 'Breakfast & Brunch']",+902323398103,"Kazım Karabekir Cd. No.32 / A, Bornova, 35030 İzmir, Turkey",894.0536141992562
Bodrum Balıkçısı,38.4653516973707,27.2063058614731,5.0,,"['Turkish', 'Pubs']",,"Yüzbaşı İbrahim Hakkı Caddesi 151, Yüzbaşı İbrahim Hakkı Caddesi No:151, 35100 İzmir, Turkey",575.5983408941286
Kebap 74,38.4661755558074,27.2200846600715,4.0,₺,['Turkish'],+902323887331,"1. Sk, Bornova, 35030 İzmir, Turkey",772.9144285104314
Eren Döner ve Kebap,38.466414,27.2192191,4.0,,['Turkish'],,"166. Sk Küçükpark, Bornova, 35040 İzmir, Turkey",693.0386089746902
Namlı Ciğer,38.462169,27.211426,4.0,,['Turkish'],+902323398749,"Küçükpark Mevki, 175 Sok. No: 21 D: 1, İzmir, Turkey",691.1692376881739
Rcs Cafe,38.4630394,27.2147961,4.0,₺₺₺,"['Cafes', 'Coffee & Tea']",+902323436065,"Süvari Cad. Bo:32/ A, Bornova, 35030 İzmir, Turkey",651.9015913403447
Ohannes Burger,38.460488,27.215264,4.0,₺,"['Fast Food', 'Burgers']",+902323739970,"Kazım Dirik Mah., 162 Sok.No:14 Küçükpark Bornova, 35040 İzmir, Turkey",931.995083955901
Bolulu Hasan Usta Süt Tatlıları,38.465825,27.219003,4.5,,"['Ice Cream & Frozen Yogurt', 'Restaurants']",+902323422727,"Fevzi Çakmak Cad., No: 4/A, 35030 İzmir, Turkey",699.1923479072551
Cafe Rezine,38.463691,27.216307,4.7,₺,"['Coffee & Tea', 'Cafes']",+902323424176,"Erzene Mah., Süvari Cad.  Park Apt. No: 14/B, 35030 İzmir, Turkey",659.8074877963007
Sevim Lokantası,38.465443,27.218941,4.2,₺₺,"['Turkish', 'Meatballs']",+902323881532,"Fevzi Çakmak Cad. No: 20/ A, Bornova, 35030 İzmir, Turkey",712.7157323259219
Yağbasan Şarküteri,38.4635420764073,27.2160765604841,4.0,₺,['Delis'],,"Mustafa Kemal Cad.154 Sok. No:4/ D, Bornova, 35030 İzmir, Turkey",661.1242462165321
Kardeşler Sandwich & Köfte Salonu,38.459604,27.211726,4.6,,['Turkish'],+902323745564,"Kazım Dirik Mah. Küçük Park Mevki, 168 Sok. No: 2/A, Ege Üniversitesi Yakını, İzmir, Turkey",976.0819626838692
Kardelen Pide Çorba Kebap Salonu,38.4660036062003,27.2206736428527,4.0,,"['Turkish', 'Barbeque']",,"12. Sk, Bornova, 35030 İzmir, Turkey",827.612334315373
Tabure Büfe ve Çay Evi,38.464899,27.208686,4.5,,['Cafeteria'],,"Gediz Cad. 520. Sok., Bornova, 35030 İzmir, Turkey",466.16163766195695
Tepekule A7 Şehir Kulübü,38.464857,27.163491,4.0,,['Turkish'],+902324626730,"Anadolu Cad., Tepekule Sergi ve Kongre Sergi Sarayı No: 40, İzmir, Turkey",157.14936548133605
Doyuran Lokantası,38.46303,27.165611,0.0,,['Turkish'],+902323419655,"1913 Sok. No: 6/A, 35030 İzmir, Turkey",258.1749429480838
Romantik Cafe,38.463558,27.16571,0.0,,"['Coffee & Tea', 'Cafes']",+902323453454,"1914 Sok. No: 3, 35030 İzmir, Turkey",259.56402662925865
Pınar Büfe,38.4662285,27.1668301,0.0,,['Fast Food'],+902323231761,"1688 Sok. No: 31/A, 35580 İzmir, Turkey",463.14132368470433
Ayın Kebap & Lahmacun,38.4671638,27.1676501,4.0,,['Lahmacun'],,"Donanmacı Mah., 1719 Sk.No: 19 / A Karşıyaka, 35580 İzmir, Turkey",585.4455597937742
Saime Sultan Yalısı,38.4658809,27.1505167,3.5,,['Turkish'],+902323722929,"1649 Sok. No: 79, Karşıyaka, 35100 İzmir, Turkey",735.6935596939971
Cordelia Blue Cafe,38.475468,27.158848,2.0,,['Turkish'],+902323641919,"1720 Sok. 38/ A, Karşıyaka, 35590 İzmir, Turkey",967.8722368860267
Hasır Ocakbaşı Kobalak,38.458537,27.118485,4.5,₺,"['Turkish', 'Kebab']",+902323646007,"Donanmacı Mah., 1715. Sok. No: 65, Akbank Yakını, İzmir, Turkey",396.15619823706095
Villa Grilla,38.456697,27.11916,5.0,,['Pizza'],+902323810808,"1690 Sok. No: 44/B, Karşıyaka, 35580 İzmir, Turkey",187.43156915207686
Hisarönü Çaycısı,38.4559742,27.1231379,4.0,₺₺,['Turkish'],+902323646404,"Cemal gürsel Cad. 168, Karsiyaka, 35510 İzmir, Turkey",257.43819129719617
Özlem Lokantası,38.4555821195338,27.1191587043686,4.7,₺₺,"['Turkish', 'Rice']",+902323687395,"Donanmaci Mah., 1722 Sok. No:7/A karşıyaka, 35090 İzmir, Turkey",106.58255325501041
Konyalı Etli Ekmek ve Fırın Kebabı,38.453652,27.117304,4.0,,['Turkish'],+902323818141,"Yalı Mah., Uslu Apt. Yalı Cad.  No: 276/ A, İzmir, Turkey",318.66665981657223
Ayla Tantuni,38.455458,27.119362,4.6,₺,['Fast Food'],+902323692325,"Donanmacı Mah., Kemal Paşa Cad. No:7-A, 35580 İzmir, Turkey",85.72721901902335
Zeytinyağlı,38.4577715481181,27.1164431226539,4.8,₺,['Turkish'],+902323698741,"1716. Sk .No.3 /A, Karşıyaka, 35110 İzmir, Turkey",436.8758514024886
Pelmenni Geleneksel Sibirya Mantısı,38.4536487,27.1161656,5.0,,['Russian'],+902323625395,"Fazilbey Cad.No:4/C 2039 Sok. No:3, Atakent, Karşıyaka, 35530 İzmir, Turkey",404.4189058459347
Öz Efe Manisalı Kebap,38.456615,27.116624,5.0,₺,"['Turkish', 'Kebab']",+902323690404,"1715 Sok. No: 17/A, 35590 İzmir, Turkey",354.4868115109654
Kebapçı Saim,38.455918,27.118133,4.0,₺,['Chee Kufta'],+902323818931,"1721. sk, Karşıyaka, 35530 İzmir, Turkey",203.26067478115309
Keyff İskele Fasıl Restoran,38.455363,27.120008,3.5,,['Turkish'],+902323640888,"Karşıyaka Vapur İskelesi, 35110 İzmir, Turkey",28.724802445460053
Burger King,38.45644,27.117932,1.0,,"['Fast Food', 'Burgers']",+902323698585,"Donanmacı Mah. Kemal Paşa Cad. 1717 Sok. No: 110, Karşıyaka, 35920 İzmir, Turkey",244.8122135575438
Biraver Cafe & Bar,38.4535074362059,27.1170700965424,4.0,₺,"['Pubs', 'Cafes', 'Coffee & Tea']",+902323694458,"Cemal Gürsel Cd. 278/ A, Karşıyaka, 35480 İzmir, Turkey",344.5623038664378
İstanbul Kokoreç,38.456089,27.1189308,4.0,,['Turkish'],+902323647917,"1690 Sok. No: 2, 35580 İzmir, Turkey",242.88925146103637
Deniz Restoran,38.450222,27.109407,4.0,₺₺₺₺,"['Seafood Markets', 'Restaurants']",+902323644464,"Yalı Cad., Karşıyaka Spor Kulubü No: 396 K: Zemin, 35430 İzmir, Turkey",1103.9701709788324
Hisar Söğüş,38.458667,27.12008,4.0,,['Turkish'],+902323687567,"1690. Sok. No: 98/B, 35110 İzmir, Turkey",377.5777738732742
